"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
"2017-05-31",39828,"GA","","Grady","Cairo",6962,957,0.00209424083769634,0.00419727177334732,0.0170031880977683,2964
"2017-05-31",37617,"TN","Kingsport","Sullivan","Blountville",6963,992,0.0354906054279749,0.0541976620616366,0.0453108535300316,4774
"2017-05-31",72830,"AR","","Johnson","Clarksville",6964,807,-0.0134474327628362,-0.0253623188405797,-0.069204152249135,5037
"2017-05-31",99503,"AK","Anchorage","Anchorage","Anchorage",6965,1640,-0.00545785324439054,-0.00606060606060606,-0.0375586854460094,3066
"2017-05-31",35208,"AL","Birmingham","Jefferson","Birmingham",6966,748,0,0.00537634408602151,-0.00664010624169987,6218
"2017-05-31",29568,"SC","Myrtle Beach","Horry","Little River",6967,1243,0.00403877221324717,0.0188524590163934,0.0436607892527288,4850
"2017-05-31",68507,"NE","Lincoln","Lancaster","Lincoln",6968,1132,-0.00352112676056338,-0.00527240773286467,-0.0341296928327645,5305
"2017-05-31",77031,"TX","Houston","Harris","Houston",6969,1427,-0.00279524807826695,-0.0124567474048443,-0.021932830705963,3243
"2017-05-31",90715,"CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Lakewood",6970,2361,0.00811272416737831,0.0216356555603635,0.0419240953221536,4581
"2017-05-31",77378,"TX","Houston","Montgomery","Willis",6971,1271,-0.00157109190887667,-0.0131987577639752,-0.0507841672890217,3547
"2017-05-31",85083,"AZ","Phoenix","Maricopa","Phoenix",6972,1841,-0.00540248514316586,-0.0144539614561028,0.0154440154440154,6693
"2017-05-31",93514,"CA","","Inyo","Bishop",6973,1896,0.0133618385889898,0.0343698854337152,0.0417582417582417,3967
"2017-05-31",64870,"MO","Joplin","Jasper","Webb City",6974,766,0.0186170212765957,0.0653685674547983,-0.0413016270337922,3630
"2017-05-31",97381,"OR","Salem","Marion","Silverton",6975,1656,0.00181488203266788,0.0215916101172116,0.0816459830176355,4327
"2017-05-31",19126,"PA","Philadelphia","Philadelphia","Philadelphia",6976,1202,-0.00496688741721854,-0.0074318744838976,0.00333889816360601,4670
"2017-05-31",75236,"TX","Dallas-Fort Worth","Dallas","Dallas",6977,1330,0.00757575757575758,0.0230769230769231,0.043956043956044,2824
"2017-05-31",48026,"MI","Detroit","Macomb","Fraser",6978,1212,0.00497512437810945,0.0108423686405338,-0.0327214684756584,5288
"2017-05-31",35475,"AL","Tuscaloosa","Tuscaloosa","Northport",6979,1277,-0.0138996138996139,-0.0207055214723926,-0.0427286356821589,8406
"2017-05-31",77401,"TX","Houston","Harris","Bellaire",6980,5472,-0.0138763741214633,-0.0156502968159741,-0.0349206349206349,6284
"2017-05-31",32534,"FL","Pensacola","Escambia","Pensacola",6981,930,0.00323624595469256,0.00867678958785249,-0.0220820189274448,5023
"2017-05-31",38012,"TN","","Haywood","Brownsville",6982,822,-0.00242718446601942,-0.00363636363636364,-0.0225921521997622,6075
"2017-05-31",35210,"AL","Birmingham","Jefferson","Irondale",6983,1012,0.00998003992015968,0.0337078651685393,-0.00491642084562439,5289
"2017-05-31",40217,"KY","Louisville/Jefferson County","Jefferson","Louisville",6984,1092,0.00552486187845304,0.0148698884758364,0.0898203592814371,5248
"2017-05-31",77713,"TX","Beaumont","Jefferson","Beaumont",6985,1480,-0.00134952766531714,0.002031144211239,-0.00336700336700337,4001
"2017-05-31",48225,"MI","Detroit","Wayne","Harper Woods",6986,877,0.00458190148911798,0.00114155251141553,0.0305522914218566,6207
"2017-05-31",7628,"NJ","New York","Bergen","Dumont",6987,2399,-0.00166458593424886,0.00125208681135225,-0.020016339869281,5075
"2017-05-31",68503,"NE","Lincoln","Lancaster","Lincoln",6988,1038,0.000964320154291225,-0.0161137440758294,0.0246791707798618,3681
"2017-05-31",59803,"MT","Missoula","Missoula","Missoula",6989,1471,0.0109965635738832,0.0137835975189524,0.0944940476190476,5666
"2017-05-31",52556,"IA","Fairfield","Jefferson","Fairfield",6990,1004,-0.00594059405940594,-0.0156862745098039,-0.086442220200182,3313
"2017-05-31",80465,"CO","Denver","Jefferson","Morrison",6991,2054,-0.00436257876878332,-0.0162835249042146,-0.0209723546234509,6042
"2017-05-31",81147,"CO","","Archuleta","Pagosa Springs",6992,1503,0.00737265415549598,0.00467914438502674,-0.0315721649484536,3525
"2017-05-31",66103,"KS","Kansas City","Wyandotte","Kansas City",6993,924,0.00216919739696312,0.0176211453744493,0.0511945392491468,4289
"2017-05-31",32317,"FL","Tallahassee","Leon","Tallahassee",6994,1538,-0.00324044069993519,-0.0185067007019783,0.013843111404087,4670
"2017-05-31",27892,"NC","","Martin","Williamston",6995,885,-0.00337837837837838,-0.00895856662933931,-0.0703781512605042,4253
"2017-05-31",36054,"AL","Montgomery","Elmore","Millbrook",6996,902,0.00782122905027933,0.00669642857142857,-0.0495258166491043,5270
"2017-05-31",80030,"CO","Denver","Adams","Westminster",6997,1706,0.014268727705113,0.027710843373494,0.0421502748930971,4193
"2017-05-31",85650,"AZ","Sierra Vista","Cochise","Sierra Vista",6998,1089,0.00368663594470046,-0.00274725274725275,-0.050566695727986,5074
"2017-05-31",22066,"VA","Washington","Fairfax","Great Falls",6999,4467,-0.00467914438502674,-0.00600801068090788,-0.00865512649800266,6042
"2017-05-31",76022,"TX","Dallas-Fort Worth","Tarrant","Bedford",7000,1446,0,0,0.0204657727593507,3811
"2017-05-31",60432,"IL","Chicago","Will","Joliet",7001,1245,0.00160901045856798,0.00403225806451613,-0.0326340326340326,6845
"2017-05-31",91208,"CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Glendale",7002,3597,0.00362723214285714,0.0118143459915612,0.0698988697204045,5253
"2017-05-31",21046,"MD","Baltimore","Howard","Columbia",7003,2169,-0.000460829493087558,-0.00184077312471238,-0.00184077312471238,5178
"2017-05-31",2189,"MA","Boston","Norfolk","Weymouth",7004,2205,-0.00496389891696751,-0.0160642570281124,0.0110041265474553,4423
"2017-05-31",18040,"PA","Allentown","Northampton","Forks Township",7005,1695,-0.000589622641509434,0.00118133490844654,0.017406962785114,6235
"2017-05-31",3743,"NH","Claremont","Sullivan","Claremont",7006,1160,0.00346020761245675,-0.00343642611683849,0.151936444885799,4693
"2017-05-31",1938,"MA","Boston","Essex","Town of Ipswich",7007,2386,0.00167926112510495,0.0050547598989048,0.0506384852487891,5017
"2017-05-31",29388,"SC","Spartanburg","Spartanburg","Woodruff",7008,1079,0.00465549348230913,0.042512077294686,0.042512077294686,4472
"2017-05-31",61605,"IL","Peoria","Peoria","Peoria",7009,590,-0.015025041736227,-0.0166666666666667,-0.040650406504065,5629
"2017-05-31",60490,"IL","Chicago","Will","Bolingbrook",7010,2114,-0.000472813238770686,-0.00704556129638328,0.00475285171102662,6690
"2017-05-31",35111,"AL","Tuscaloosa","Tuscaloosa","Lake View",7011,1256,-0.00789889415481832,-0.0172143974960876,-0.01875,6966
"2017-05-31",72202,"AR","Little Rock","Pulaski","Little Rock",7012,848,-0.00586166471277843,-0.0116550116550117,0.0155688622754491,3767
"2017-05-31",8904,"NJ","New York","Middlesex","Highland Park",7013,2208,0.00638103919781222,0.0198614318706697,0.0269767441860465,3162
"2017-05-31",77013,"TX","Houston","Harris","Houston",7014,1258,-0.00079428117553614,-0.00158730158730159,-0.0187207488299532,2901
"2017-05-31",7746,"NJ","New York","Monmouth","Marlboro",7015,2801,-0.00142602495543672,0.00430261742560057,0.0954243253813062,6498
"2017-05-31",65806,"MO","Springfield","Greene","Springfield",7016,593,0,0.0259515570934256,0.0367132867132867,2480
"2017-05-31",44321,"OH","Akron","Summit","Copley",7017,1624,-0.0103595368677636,-0.0327575938058368,0.0118380062305296,5054
"2017-05-31",29657,"SC","Greenville","Pickens","Liberty",7018,1008,0.00498504486540379,0.0161290322580645,0.037037037037037,4599
"2017-05-31",60455,"IL","Chicago","Cook","Bridgeview",7019,1605,0.00375234521575985,0.0132575757575758,0.006900878293601,4496
"2017-05-31",25427,"WV","Hagerstown","Berkeley","Hedgesville",7020,1149,-0.00519480519480519,-0.026271186440678,-0.0456810631229236,5129
"2017-05-31",59047,"MT","","Park","Livingston",7021,1128,0.00714285714285714,0.0235934664246824,-0.0216825672159584,3884
"2017-05-31",24592,"VA","","Halifax","South Boston",7022,1011,0.00497017892644135,0.0150602409638554,-0.0155793573515093,3826
"2017-05-31",98045,"WA","Seattle","King","North Bend",7023,2270,0.0106856634016028,0.0239061795218764,0.0543427775197399,5056
"2017-05-31",73096,"OK","Weatherford","Custer","Weatherford",7024,1120,-0.0062111801242236,-0.0184049079754601,-0.0588235294117647,3731
"2017-05-31",30523,"GA","Cornelia","Habersham","Clarkesville",7025,1177,0.00341005967604433,0.0111683848797251,0.0111683848797251,7737
"2017-05-31",77028,"TX","Houston","Harris","Houston",7026,1139,-0.00956521739130435,-0.00697471665213601,0.0106477373558119,5840
"2017-05-31",75169,"TX","","Van Zandt","Wills Point",7027,1215,0.00579470198675497,0.00330305532617671,-0.0357142857142857,2767
"2017-05-31",7730,"NJ","New York","Monmouth","Hazlet",7028,2229,0.0054127198917456,0.0108843537414966,0.0411022886501635,5620
"2017-05-31",64056,"MO","Kansas City","Jackson","Independence",7029,998,0.00402414486921529,0.011144883485309,0.0331262939958592,5399
"2017-05-31",44654,"OH","","Holmes","Millersburg",7030,1236,-0.000808407437348424,0.0131147540983607,-0.00161550888529887,1798
"2017-05-31",11553,"NY","New York","Nassau","Uniondale",7031,2806,0.0053744177714081,0.0148282097649186,0.0771593090211132,5429
"2017-05-31",10530,"NY","New York","Westchester","Hartsdale",7032,3119,0.00224935732647815,0.00775444264943457,-0.00889736256752463,4683
"2017-05-31",26726,"WV","Cumberland","Mineral","Keyser",7033,850,-0.00700934579439252,-0.0116279069767442,-0.0586932447397564,2587
"2017-05-31",16830,"PA","DuBois","Clearfield","Clearfield",7034,948,-0.016597510373444,-0.0246913580246914,-0.0724070450097847,5453
"2017-05-31",28584,"NC","Jacksonville","Onslow","Swansboro",7035,1141,0.00087719298245614,-0.00349344978165939,-0.0346869712351946,5641
"2017-05-31",44839,"OH","Sandusky","Erie","Huron",7036,1315,0.00458365164247517,0.00843558282208589,0.00998463901689708,5542
"2017-05-31",19956,"DE","Salisbury","Sussex","Laurel",7037,1205,0.0220525869380831,0.0607394366197183,0.025531914893617,4461
"2017-05-31",60521,"IL","Chicago","Du Page","Hinsdale",7038,4606,-0.0036772658446896,0.000869187309865276,0.028125,6785
"2017-05-31",79029,"TX","Dumas","Moore","Dumas",7039,1059,0.000945179584120983,0,-0.0710526315789474,4674
"2017-05-31",65706,"MO","Springfield","Webster","Marshfield",7040,764,0.00131061598951507,-0.00261096605744125,-0.0304568527918782,2117
"2017-05-31",48827,"MI","Lansing","Eaton","Eaton Rapids",7041,1097,0.00827205882352941,0.0417853751187085,0.0195167286245353,6493
"2017-05-31",53575,"WI","Madison","Dane","Town of Oregon",7042,1519,-0.0065402223675605,-0.0275288092189501,-0.02,5570
"2017-05-31",71601,"AR","Pine Bluff","Jefferson","Pine Bluff",7043,686,-0.00435413642960813,-0.0171919770773639,0.00292397660818713,3918
"2017-05-31",46228,"IN","Indianapolis","Marion","Indianapolis",7044,1197,-0.000834724540901503,-0.00166805671392827,-0.00581395348837209,5863
"2017-05-31",18466,"PA","East Stroudsburg","Monroe","Coolbaugh",7045,1118,0.0063006300630063,-0.000893655049151028,-0.0295138888888889,8629
"2017-05-31",56003,"MN","Mankato","Nicollet","North Mankato",7046,1312,-0.00530705079605762,0.0053639846743295,0.00613496932515337,2007
"2017-05-31",46408,"IN","Chicago","Lake","Gary",7047,801,-0.00373134328358209,0,-0.0024906600249066,7123
"2017-05-31",49286,"MI","Adrian","Lenawee","Tecumseh",7048,1031,-0.00193610842207164,-0.00960614793467819,-0.00769971126082772,5615
"2017-05-31",75203,"TX","Dallas-Fort Worth","Dallas","Dallas",7049,1093,0.00459558823529412,0.0282220131702728,0.111902339776195,3067
"2017-05-31",81503,"CO","Grand Junction","Mesa","Grand Junction",7050,1114,-0.0071301247771836,-0.0245183887915937,-0.00535714285714286,5902
"2017-05-31",78611,"TX","","Burnet","Burnet",7051,1339,-0.00372023809523809,-0.00372023809523809,-0.0339105339105339,4104
"2017-05-31",28791,"NC","Asheville","Henderson","Hendersonville",7052,1325,0.00302800908402725,-0.0148698884758364,-0.0307242136064375,6426
"2017-05-31",55008,"MN","Minneapolis-St Paul","Isanti","Cambridge",7053,1307,-0.00608365019011407,-0.0172932330827068,-0.0268056589724497,4932
"2017-05-31",7079,"NJ","New York","Essex","South Orange",7054,2842,-0.00664103460328557,-0.00975609756097561,0.0153626295105395,4855
"2017-05-31",59401,"MT","Great Falls","Cascade","Great Falls",7055,1087,0.00648148148148148,0.00648148148148148,-0.00911577028258888,4378
"2017-05-31",34241,"FL","North Port-Sarasota-Bradenton","Sarasota","Sarasota",7056,2486,-0.00837654567211807,0.0397323295692179,0.218627450980392,6050
"2017-05-31",94503,"CA","Napa","Napa","American Canyon",7057,2595,-0.00307337687283903,-0.0148063781321185,0.0176470588235294,4844
"2017-05-31",31029,"GA","Macon","Monroe","Forsyth",7058,1154,-0.000865800865800866,0.00786026200873362,0.00173611111111111,3748
"2017-05-31",19057,"PA","Philadelphia","Bucks","Levittown",7059,1600,0.00313479623824451,0.011378002528445,0.0197578075207138,5535
"2017-05-31",63050,"MO","St. Louis","Jefferson","Hillsboro",7060,1194,0.0058972198820556,0.00844594594594595,-0.0425020048115477,6200
"2017-05-31",70807,"LA","Baton Rouge","East Baton Rouge","Baton Rouge",7061,1057,-0.0231053604436229,-0.0212962962962963,0.0987525987525987,4806
"2017-05-31",6355,"CT","New London","New London","Town of Groton",7062,1715,0.00645539906103286,0.0257177033492823,0.0318892900120337,4563
"2017-05-31",44301,"OH","Akron","Summit","Akron",7063,750,0.00401606425702811,0.00806451612903226,-0.0170380078636959,6165
"2017-05-31",23851,"VA","","Franklin City","Franklin",7064,1101,0.00181983621474067,-0.00361990950226244,-0.060580204778157,4626
"2017-05-31",33559,"FL","Tampa","Hillsborough","Lutz",7065,1445,0.000692520775623269,0.00486787204450626,0.0343593414459556,4534
"2017-05-31",33523,"FL","Tampa","Hernando","Ridge Manor",7066,1030,0.00292112950340798,0.000971817298347911,0.031031031031031,5026
"2017-05-31",33412,"FL","Miami-Fort Lauderdale","Palm Beach","West Palm Beach",7067,2459,-0.00202922077922078,0.0036734693877551,0.0131850020601566,6469
"2017-05-31",29902,"SC","Hilton Head Island","Beaufort","Beaufort",7068,1315,0.00381679389312977,0.0178018575851393,0.0503194888178914,5753
"2017-05-31",77488,"TX","El Campo","Wharton","Wharton",7069,1255,0.000797448165869219,0.00480384307445957,0.000797448165869219,4321
"2017-05-31",75803,"TX","Palestine","Anderson","Palestine",7070,1145,-0.00087260034904014,-0.00261324041811847,-0.0410385259631491,3375
"2017-05-31",78739,"TX","Austin","Travis","Austin",7071,2569,0,0,-0.00271739130434783,6055
"2017-05-31",48846,"MI","Ionia","Ionia","Ionia",7072,928,0.00979325353645267,0.0197802197802198,0.0288248337028825,4803
"2017-05-31",12019,"NY","Albany","Saratoga","Ballston",7073,2022,-0.0068762278978389,-0.0278846153846154,0.00747384155455904,5079
"2017-05-31",32656,"FL","Jacksonville","Clay","Keystone Heights",7074,1128,-0.000885739592559787,-0.0026525198938992,0.00714285714285714,3847
"2017-05-31",50311,"IA","Des Moines","Polk","Des Moines",7075,1203,-0.0016597510373444,0.000831946755407654,0.00753768844221105,4228
"2017-05-31",22039,"VA","Washington","Fairfax","Lorton",7076,3311,0.00791476407914764,0.0241261985771729,0.0150214592274678,6146
"2017-05-31",1776,"MA","Boston","Middlesex","Sudbury",7077,3019,0.00700466977985324,0.00633333333333333,-0.0270705768611022,5899
"2017-05-31",32055,"FL","Lake City","Columbia","Lake City",7078,1057,0.0262135922330097,0.101041666666667,0.0591182364729459,3905
"2017-05-31",93402,"CA","San Luis Obispo","San Luis Obispo","Los Osos",7079,2274,-0.00306882946076282,0.00753212228622065,0.0576744186046512,5415
"2017-05-31",33715,"FL","Tampa","Pinellas","Saint Petersburg",7080,2004,0.00501504513540622,0.0287474332648871,0.121432568550644,7536
"2017-05-31",87506,"NM","Santa Fe","Santa Fe","Santa Fe",7081,3005,-0.0128120893561104,-0.0121630506245891,-0.0243506493506494,5541
"2017-05-31",61071,"IL","Sterling","Whiteside","Rock Falls",7082,1011,0.00297619047619048,-0.00589970501474926,-0.107678729037952,5431
"2017-05-31",50316,"IA","Des Moines","Polk","Des Moines",7083,997,-0.00100200400801603,0.00808897876643074,0.031023784901758,5012
"2017-05-31",55804,"MN","Duluth","Saint Louis","Duluth",7084,1444,0.0161857846586911,0.0329041487839771,0.0126227208976157,7035
"2017-05-31",66205,"KS","Kansas City","Johnson","Roeland Park",7085,1502,0.00602813127930342,0.0189959294436906,0.030885380919698,6150
"2017-05-31",86336,"AZ","Prescott","Yavapai","Sedona",7086,2211,-0.00584532374100719,0.000452488687782805,0.0404705882352941,6935
"2017-05-31",87113,"NM","Albuquerque","Bernalillo","Albuquerque",7087,1307,-0.000764525993883792,-0.00683890577507599,-0.0165537998495109,5354
"2017-05-31",46714,"IN","Fort Wayne","Wells","Bluffton",7088,978,0.00410677618069815,-0.00102145045965271,-0.022977022977023,5249
"2017-05-31",32433,"FL","Crestview-Fort Walton Beach-Destin","Walton","Defuniak Springs",7089,839,-0.00592417061611374,-0.064659977703456,-0.0749724366041896,3504
"2017-05-31",32976,"FL","Melbourne","Brevard","Micco",7090,1272,0.004739336492891,0.0324675324675325,0.0529801324503311,1700
"2017-05-31",60478,"IL","Chicago","Cook","Country Club Hills",7091,1536,0.00986193293885602,0.0308724832214765,0.0607734806629834,6320
"2017-05-31",51103,"IA","Sioux City","Woodbury","Sioux City",7092,848,-0.0105017502917153,0.0167865707434053,0.06,5699
"2017-05-31",68132,"NE","Omaha","Douglas","Omaha",7093,1397,0.016,0.0189642596644785,0.0425373134328358,8438
"2017-05-31",29325,"SC","Greenville","Laurens","Clinton",7094,931,0.0119565217391304,0.0010752688172043,-0.10221793635487,2645
"2017-05-31",95963,"CA","","Glenn","Orland",7095,1349,0.00148478099480327,0.00372023809523809,0.00521609538002981,3449
"2017-05-31",7522,"NJ","New York","Passaic","Paterson",7096,1426,0.00706214689265537,0.00493305144467935,-0.08,3004
"2017-05-31",95540,"CA","Eureka","Humboldt","Fortuna",7097,1620,0.0195091252359975,0.0778443113772455,0.235697940503432,3636
"2017-05-31",93728,"CA","Fresno","Fresno","Fresno",7098,1017,0.00593471810089021,0.015984015984016,0.0241691842900302,4314
"2017-05-31",27006,"NC","Winston-Salem","Davie","Advance",7099,1334,0.00755287009063444,0.015993907083016,-0.0183958793230316,5974
"2017-05-31",98903,"WA","Yakima","Yakima","Yakima",7100,1129,0.0171171171171171,0.0254314259763851,0.00444839857651246,5184
"2017-05-31",77030,"TX","Houston","Harris","Houston",7101,1864,-0.0132345156167284,-0.0311850311850312,-0.141409488714878,3810
"2017-05-31",31216,"GA","Macon","Bibb","Macon",7102,1139,0.0169642857142857,0.0556070435588508,0.0585501858736059,5167
"2017-05-31",57703,"SD","Rapid City","Pennington","Rapid Valley",7103,1307,-0.000764525993883792,0.00926640926640927,0.00615858352578907,4472
"2017-05-31",7480,"NJ","New York","Passaic","West Milford",7104,1738,-0.00114942528735632,-0.0141803743618832,-0.0180790960451977,6191
"2017-05-31",99353,"WA","Kennewick","Benton","West Richland",7105,1552,-0.0025706940874036,-0.0146031746031746,-0.00576553491351698,4600
"2017-05-31",49319,"MI","Grand Rapids","Kent","Cedar Springs",7106,1271,0.00873015873015873,0.0308191403081914,0.0689655172413793,5966
"2017-05-31",76008,"TX","Dallas-Fort Worth","Parker","Aledo",7107,2072,0.00729217306757414,0.0237154150197628,0.0102389078498294,5290
"2017-05-31",36078,"AL","Montgomery","Elmore","Tallassee",7108,847,0.00355450236966825,-0.00235571260306243,-0.0743169398907104,4921
"2017-05-31",98233,"WA","Mount Vernon","Skagit","Burlington",7109,1506,0.010738255033557,0.0210169491525424,0.0613107822410148,4597
"2017-05-31",8691,"NJ","Trenton","Mercer","Robbinsville Township",7110,2334,-0.00807479813004675,0.00128700128700129,-0.0046908315565032,6062
"2017-05-31",75159,"TX","Dallas-Fort Worth","Dallas","Seagoville",7111,1305,-0.000765696784073507,0.00153491941673062,0.0179407176287051,4628
"2017-05-31",29323,"SC","Spartanburg","Spartanburg","Chesnee",7112,1135,-0.00263620386643234,-0.00351185250219491,0.0318181818181818,4235
"2017-05-31",46122,"IN","Indianapolis","Hendricks","Danville",7113,1247,0.000802568218298555,0.00726978998384491,-0.0165615141955836,6191
"2017-05-31",40210,"KY","Louisville/Jefferson County","Jefferson","Louisville",7114,804,0.0012453300124533,0.0125944584382872,0.0748663101604278,5425
"2017-05-31",30360,"GA","Atlanta","Dekalb","Dunwoody",7115,1713,0.00351493848857645,0.0118133490844654,0.0337960168980085,4102
"2017-05-31",44904,"OH","Mansfield","Richland","Lexington",7116,913,-0.00868621064060804,0.00995575221238938,-0.0635897435897436,5032
"2017-05-31",78726,"TX","Austin","Travis","Austin",7117,2388,0.00844594594594595,0.0140127388535032,-0.0172839506172839,2685
"2017-05-31",60417,"IL","Chicago","Will","Crete",7118,1485,-0.00602409638554217,-0.021094264996704,-0.0499040307101727,7698
"2017-05-31",32351,"FL","Tallahassee","Gadsden","Quincy",7119,911,0.00441014332965821,0.00330396475770925,-0.00109649122807018,4350
"2017-05-31",91901,"CA","San Diego","San Diego","Alpine",7120,2652,0.0091324200913242,0.0157027958636538,0.0255220417633411,4899
"2017-05-31",45223,"OH","Cincinnati","Hamilton","Cincinnati",7121,905,-0.0011037527593819,-0.00984682713347921,0.0214446952595937,3635
"2017-05-31",18969,"PA","Philadelphia","Montgomery","Telford",7122,1618,-0.00369458128078818,-0.00553165334972342,-0.00308071472581639,5751
"2017-05-31",90502,"CA","Los Angeles-Long Beach-Anaheim","Los Angeles","West Carson",7123,2379,0.00591966173361522,0.0153649167733675,0.0507950530035336,5162
"2017-05-31",80908,"CO","Colorado Springs","El Paso","Black Forest",7124,2229,0.0054127198917456,0.0309898242368178,0.0825643516270034,6136
"2017-05-31",93630,"CA","Fresno","Fresno","Kerman",7125,1255,0.000797448165869219,0.00319744204636291,0.0153721682847896,3332
"2017-05-31",6831,"CT","Stamford","Fairfield","Greenwich",7126,4941,0.0087790935075541,0.00775035692433204,-0.0785154792987691,5409
"2017-05-31",15203,"PA","Pittsburgh","Allegheny","Pittsburgh",7127,1368,-0.00145985401459854,0.00884955752212389,-0.027027027027027,4766
"2017-05-31",70121,"LA","New Orleans","Jefferson","Jefferson",7128,1361,-0.0058436815193572,-0.0101818181818182,0.0525908739365816,3859
"2017-05-31",74429,"OK","Tulsa","Wagoner","Coweta",7129,1124,0.015356820234869,0.0227479526842584,-0.00881834215167548,5047
"2017-05-31",40514,"KY","Lexington","Fayette","Lexington",7130,1340,-0.00297619047619048,-0.00887573964497041,-0.011070110701107,5989
"2017-05-31",42211,"KY","Clarksville","Trigg","Cadiz",7131,925,-0.00215749730312837,-0.00215749730312837,-0.0263157894736842,3756
"2017-05-31",94960,"CA","San Francisco","Marin","San Anselmo",7132,4564,0.0171606864274571,0.0491954022988506,0.0337485843714609,5552
"2017-05-31",19363,"PA","Philadelphia","Chester","East Nottingham Township",7133,1561,0.0051513200257566,0.00970245795601552,-0.0411547911547912,4659
"2017-05-31",36037,"AL","","Butler","Greenville",7134,892,0.00677200902934537,0,-0.0520722635494155,2699
"2017-05-31",85607,"AZ","Sierra Vista","Cochise","Douglas",7135,729,-0.0108548168249661,-0.0108548168249661,-0.0641848523748395,4530
"2017-05-31",91204,"CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Glendale",7136,2457,0.00244798041615667,0.0152892561983471,0.0284637923817497,1472
"2017-05-31",18938,"PA","Philadelphia","Bucks","Solebury",7137,2970,-0.00435802883003688,-0.01,0.00677966101694915,5455
"2017-05-31",7031,"NJ","New York","Bergen","North Arlington",7138,1980,-0.0231869758263444,-0.0734674777725784,-0.137254901960784,3852
"2017-05-31",74146,"OK","Tulsa","Tulsa","Tulsa",7139,899,0.00111358574610245,0.00446927374301676,-0.013172338090011,2832
"2017-05-31",48638,"MI","Saginaw","Saginaw","Saginaw",7140,864,0.00348432055749129,0.0200708382526564,-0.00917431192660551,4851
"2017-05-31",7066,"NJ","New York","Union","Clark",7141,2131,0.0147619047619048,0.0264932562620424,-0.0120537783959203,4958
"2017-05-31",28164,"NC","Charlotte","Gaston","Stanley",7142,1198,0,-0.000834028356964137,0.0601769911504425,5433
"2017-05-31",6716,"CT","New Haven","New Haven","Wolcott",7143,1493,0.00606469002695418,0,-0.0789636027143738,5936
"2017-05-31",92344,"CA","Riverside","San Bernardino","Hesperia",7144,1493,0.00403496973772697,0.0191126279863481,0.0368055555555556,6255
"2017-05-31",36619,"AL","Mobile","Mobile","Mobile",7145,1015,0.00495049504950495,0.0231854838709677,0.0357142857142857,5130
"2017-05-31",80236,"CO","Denver","Denver","Denver",7146,1929,0.00103788271925272,0.0110062893081761,0.0147290899526565,4494
"2017-05-31",97038,"OR","Portland","Clackamas","Molalla",7147,1675,0.0120845921450151,0.0244648318042813,0.00903614457831325,5042
"2017-05-31",6070,"CT","Hartford","Hartford","Simsbury",7148,1981,-0.00502260170768458,-0.0119700748129676,-0.0448408871745419,5794
"2017-05-31",64057,"MO","Kansas City","Jackson","Independence",7149,1270,0.0151878497202238,0.0375816993464052,0.0127591706539075,4140
"2017-05-31",32011,"FL","Jacksonville","Nassau","Callahan",7150,1310,-0.00455927051671732,-0.0194610778443114,-0.0310650887573965,2853
"2017-05-31",15211,"PA","Pittsburgh","Allegheny","Pittsburgh",7151,1139,-0.00524017467248908,-0.00437062937062937,0.0079646017699115,5120
"2017-05-31",23661,"VA","Virginia Beach","Hampton City","Hampton",7152,1064,0.00188323917137476,0.00757575757575758,-0.0238532110091743,5781
"2017-05-31",68136,"NE","Omaha","Douglas","Omaha",7153,1768,0.00855675984027382,0.0467732386027235,0.100871731008717,5992
"2017-05-31",13815,"NY","","Chenango","Town of Norwich",7154,1163,-0.00852514919011083,-0.0135708227311281,-0.0806324110671937,3602
"2017-05-31",27592,"NC","Raleigh","Wake","Willow Spring",7155,1329,0.00529500756429652,0.0145038167938931,0.023094688221709,5257
"2017-05-31",79556,"TX","Sweetwater","Nolan","Sweetwater",7156,977,0.00205128205128205,0.0177083333333333,-0.0614793467819404,4624
"2017-05-31",20905,"MD","Washington","Montgomery","Silver Spring",7157,2459,0.00820008200082001,0.0136026380873866,0.0250104210087536,6304
"2017-05-31",74003,"OK","Bartlesville","Washington","Bartlesville",7158,658,-0.00151745068285281,-0.0251851851851852,-0.155327342747112,7077
"2017-05-31",34785,"FL","The Villages","Sumter","Wildwood",7159,1197,0.00167364016736402,-0.00415973377703827,0.0783783783783784,3420
"2017-05-31",90013,"CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",7160,2417,-0.00329896907216495,-0.00779967159277504,-0.0146759070525887,1977
"2017-05-31",4064,"ME","Portland","York","Old Orchard Beach",7161,1551,0.0360721442885772,0.0937940761636107,0.223186119873817,6076
"2017-05-31",92225,"CA","Riverside","Riverside","Blythe",7162,1186,-0.00168350168350168,-0.00918964076858814,-0.0542264752791069,3631
"2017-05-31",93610,"CA","Madera","Madera","Chowchilla",7163,1127,-0.00265486725663717,0.00985663082437276,0.0377532228360958,4225
"2017-05-31",77048,"TX","Houston","Harris","Houston",7164,1254,-0.0039714058776807,-0.00238663484486874,0.0178571428571429,4562
"2017-05-31",11429,"NY","New York","Queens","New York",7165,2225,-0.000898069151324652,-0.0146147032772365,-0.0154867256637168,6153
